FIPS,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
47007,"2,795","4,318","2,605","1,433",25.1,38.7,23.4,12.9
47009,"9,996","31,875","27,833","22,022",10.9,34.8,30.3,24
47011,"11,143","22,898","21,332","15,569",15.7,32.3,30.1,21.9
47013,"6,979","11,681","6,483","3,397",24.5,40.9,22.7,11.9
47015,"1,589","4,842","2,174","1,380",15.9,48.5,21.8,13.8
47017,"3,479","8,060","4,527","3,326",17.9,41.6,23.3,17.2
47019,"7,154","16,384","11,061","6,964",17.2,39.4,26.6,16.8
47021,"4,178","10,120","8,053","5,443",15,36.4,29,19.6
47023,"1,512","4,478","3,208","1,800",13.7,40.7,29.2,16.4
47025,"4,425","8,684","6,050","3,432",19.6,38.4,26.8,15.2
47027,"1,084","2,579","1,114",818,19.4,46.1,19.9,14.6
47029,"5,440","11,539","5,691","2,738",21.4,45.4,22.4,10.8
47031,"5,095","14,366","10,368","7,266",13.7,38.7,27.9,19.6
47033,"1,858","4,126","2,581","1,281",18.9,41.9,26.2,13
47035,"6,218","17,760","12,341","8,118",14,40,27.8,18.3
47037,"53,735","106,640","120,319","189,249",11.4,22.7,25.6,40.3
47039,"1,375","3,651","2,254","1,064",16.5,43.8,27,12.8
47041,"2,799","5,894","3,078","2,187",20.1,42.2,22.1,15.7
47043,"6,015","14,665","9,400","5,478",16.9,41.2,26.4,15.4
47045,"4,416","9,511","7,228","4,310",17.3,37.3,28.4,16.9
47047,"3,869","9,560","9,225","6,269",13.4,33.1,31.9,21.7
47049,"2,570","5,638","2,795","1,733",20.2,44.3,21.9,13.6
47051,"3,616","11,350","7,516","5,876",12.8,40,26.5,20.7
47053,"5,027","12,900","9,379","5,929",15.1,38.8,28.2,17.8
47055,"3,016","9,065","5,393","3,116",14.6,44,26.2,15.1
47057,"3,471","7,278","4,023","1,744",21,44.1,24.4,10.6
47059,"8,117","20,945","12,752","7,564",16.4,42.4,25.8,15.3
47061,"2,274","3,936","1,997","1,132",24.3,42.1,21.4,12.1
47063,"8,179","17,576","10,870","7,024",18.7,40.3,24.9,16.1
47065,"27,043","68,818","76,418","78,191",10.8,27.5,30.5,31.2
47067,"1,134","2,039","1,059",551,23.7,42.6,22.1,11.5
47069,"3,806","8,659","3,647","2,064",20.9,47.6,20.1,11.4
47071,"3,647","7,969","4,378","2,590",19.6,42.9,23.6,13.9
47073,"6,637","17,551","10,768","5,701",16.3,43.2,26.5,14
47075,"2,208","5,555","2,999","1,550",17.9,45.1,24.4,12.6
47077,"3,637","7,770","5,261","2,666",18.8,40.2,27.2,13.8
47079,"3,272","11,010","5,078","3,986",14,47.2,21.8,17.1
47081,"3,520","7,704","4,185","1,900",20.3,44.5,24.2,11
47083,"1,336","2,651","1,156",609,23.2,46.1,20.1,10.6
47085,"2,027","6,090","3,186","1,733",15.5,46.7,24.4,13.3
47087,"1,846","4,014","1,942",772,21.5,46.8,22.6,9
47089,"5,827","14,575","10,925","6,159",15.5,38.9,29.1,16.4
47091,"2,772","5,687","3,571","1,538",20.4,41.9,26.3,11.3
47093,"27,363","78,592","86,557","111,579",9,25.8,28.5,36.7
47095,"1,498","2,480","1,092",591,26.5,43.8,19.3,10.4
47097,"4,127","7,989","4,246","1,570",23,44.6,23.7,8.8
47099,"5,045","12,953","7,286","3,604",17.5,44.8,25.2,12.5
47101,"1,297","3,488","2,685",970,15.4,41.3,31.8,11.5
47103,"4,008","9,664","5,617","4,454",16.9,40.7,23.7,18.8
47105,"5,397","12,763","9,683","9,921",14.3,33.8,25.6,26.3
47107,"5,665","15,867","9,800","5,880",15.2,42.6,26.3,15.8
47109,"3,456","8,023","4,362","2,310",19,44.2,24,12.7
47111,"3,348","7,306","3,581","1,586",21.2,46.2,22.6,10
47113,"7,603","22,363","18,114","16,810",11.7,34.5,27.9,25.9
47115,"3,842","8,008","6,088","2,355",18.9,39.5,30,11.6
47117,"3,363","9,354","6,262","3,179",15.2,42.2,28.3,14.3
47119,"6,556","22,132","19,668","13,498",10.6,35.8,31.8,21.8
47121,"1,334","3,901","2,451",903,15.5,45.4,28.5,10.5
47123,"6,822","13,004","8,401","4,142",21.1,40.2,26,12.8
47125,"9,090","35,180","43,848","32,983",7.5,29.1,36.2,27.2
47127,655,"1,912","1,044",942,14.4,42,22.9,20.7
47129,"2,930","7,878","3,698","1,145",18.7,50.3,23.6,7.3
47131,"3,541","9,580","5,057","3,194",16.6,44.8,23.7,14.9
47133,"3,146","6,963","3,268","2,019",20.4,45.2,21.2,13.1
47135,"1,439","1,976","1,514",642,25.8,35.5,27.2,11.5
47137,906,"1,563","1,021",332,23.7,40.9,26.7,8.7
47139,"2,402","4,772","3,680","1,344",19.7,39.1,30.2,11
47141,"6,860","18,133","11,564","12,473",14,37,23.6,25.4
47143,"4,785","8,192","5,728","3,349",21.7,37.1,26,15.2
47145,"4,608","14,447","12,303","7,579",11.8,37.1,31.6,19.5
47147,"5,856","18,263","14,066","8,712",12.5,38.9,30,18.6
47149,"16,820","54,236","59,409","61,339",8.8,28.3,31,32
47151,"3,160","6,699","3,632","1,392",21.2,45,24.4,9.4
47153,"1,839","4,114","3,023","1,531",17.5,39.2,28.8,14.6
47155,"11,002","24,905","20,759","11,714",16.1,36.4,30.4,17.1
47157,"72,057","167,979","180,080","189,720",11.8,27.5,29.5,31.1
47159,"1,997","6,304","3,481","1,663",14.9,46.9,25.9,12.4
47161,"1,370","4,044","2,696","1,415",14.4,42.5,28.3,14.9
47163,"15,302","39,550","33,055","25,934",13.4,34.7,29,22.8
47165,"12,315","38,135","39,067","33,020",10.1,31.1,31.9,26.9
47167,"5,356","15,694","12,945","6,809",13.1,38.5,31.7,16.7
47169,"1,307","2,291","1,879","1,108",19.8,34.8,28.5,16.8
47171,"2,031","5,332","3,859","1,953",15.4,40.5,29.3,14.8
47173,"3,236","6,263","2,954","1,162",23.8,46,21.7,8.5
47175,855,"2,115",914,363,20.1,49.8,21.5,8.5
47177,"5,794","11,915","6,133","3,879",20.9,43,22.1,14
47179,"9,861","24,962","23,877","28,075",11.4,28.8,27.5,32.4
47181,"2,477","5,417","2,939","1,363",20.3,44.4,24.1,11.2
47183,"3,368","8,156","5,332","4,629",15.7,38,24.8,21.5
47185,"3,330","8,103","4,703","2,525",17.8,43.4,25.2,13.5
47187,"6,286","19,139","32,654","83,611",4.4,13.5,23,59
47189,"8,013","27,216","27,862","27,857",8.8,29.9,30.6,30.6
48000,"2,993,432","4,448,881","5,153,577","5,219,469",16.8,25,28.9,29.3
48001,"8,351","15,224","13,503","4,931",19.9,36.2,32.1,11.7
48003,"2,695","3,898","2,914","1,103",25.4,36.7,27.5,10.4
48005,"10,826","18,265","18,808","9,344",18.9,31.9,32.9,16.3
48007,"2,742","5,392","6,066","3,936",15.1,29.7,33.4,21.7
48009,558,"2,057","2,117","1,449",9,33.3,34.3,23.4
48011,164,345,576,328,11.6,24.4,40.8,23.2
48013,"7,032","12,335","7,439","4,110",22.7,39.9,24.1,13.3
48015,"3,402","5,906","6,086","4,740",16.9,29.3,30.2,23.5
48017,"1,142","1,553",932,780,25.9,35.2,21.1,17.7
48019,"1,781","5,301","5,626","3,970",10.7,31.8,33.7,23.8
48021,"10,334","15,984","17,027","11,083",19,29.4,31.3,20.4
48023,290,822,919,498,11.5,32.5,36.3,19.7
48025,"5,851","7,751","6,380","2,259",26.3,34.9,28.7,10.2
48027,"19,504","53,563","83,008","50,770",9.4,25.9,40.1,24.5
48029,"197,870","308,714","379,838","337,748",16.2,25.2,31,27.6
48031,791,"2,433","2,942","2,297",9.3,28.7,34.8,27.1
48033,32,121,148,162,6.9,26.1,32,35
48035,"1,941","4,638","4,007","2,403",14.9,35.7,30.8,18.5
48037,"7,515","22,063","21,285","12,626",11.8,34.8,33.5,19.9
48039,"28,305","58,155","75,317","68,439",12.3,25.3,32.7,29.7
48041,"15,388","22,639","30,181","47,079",13.3,19.6,26.2,40.8
48043,992,"1,370","1,718","2,652",14.7,20.4,25.5,39.4
48045,148,366,333,249,13.5,33.4,30.4,22.7
48047,"1,240","1,139","1,033",731,29.9,27.5,24.9,17.6
48049,"3,564","9,180","8,006","4,972",13.9,35.7,31.1,19.3
48051,"2,168","4,864","3,244","2,120",17.5,39.2,26.2,17.1
48053,"3,813","9,992","10,238","8,072",11.9,31.1,31.9,25.1
48055,"5,627","9,883","7,071","3,914",21.2,37.3,26.7,14.8
48057,"2,788","4,819","4,699","2,169",19.3,33.3,32.5,15
48059,"1,139","3,659","3,000","1,839",11.8,38,31.1,19.1
48061,"80,565","63,733","58,823","42,411",32.8,26,24,17.3
48063,"1,290","2,981","2,524","1,550",15.5,35.7,30.2,18.6
48065,258,"1,160","1,389","1,225",6.4,28.8,34.4,30.4
48067,"3,067","9,155","5,458","3,459",14.5,43.3,25.8,16.4
48069,"1,234","1,518","1,265",700,26.2,32.2,26.8,14.8
48071,"3,250","7,445","9,378","5,489",12.7,29.1,36.7,21.5
48073,"6,989","10,640","10,483","5,708",20.7,31.5,31,16.9
48075,797,"1,929","1,374",858,16.1,38.9,27.7,17.3
48077,703,"2,958","2,440","1,393",9.4,39.5,32.6,18.6
48079,603,577,534,154,32.3,30.9,28.6,8.2
48081,396,867,782,422,16.1,35.1,31.7,17.1
48083,"1,115","2,094","1,975",957,18.2,34.1,32.2,15.6
48085,"39,131","91,405","167,196","318,998",6.3,14.8,27.1,51.7
48087,479,613,542,369,23.9,30.6,27.1,18.4
48089,"2,651","5,218","3,794","2,673",18.5,36.4,26.5,18.6
48091,"7,102","24,400","29,250","33,117",7.6,26,31.2,35.3
48093,"1,530","3,419","2,625","1,866",16.2,36.2,27.8,19.8
48095,"1,133",841,659,357,37.9,28.1,22,11.9
48097,"3,683","8,382","9,098","5,471",13.8,31.5,34.2,20.5
48099,"5,609","13,217","21,029","7,402",11.9,28,44.5,15.7
48101,222,340,313,158,21.5,32.9,30.3,15.3
48103,668,885,974,359,23.1,30.7,33.7,12.4
48105,508,822,731,338,21.2,34.3,30.5,14.1
48107,895,"1,348","1,030",480,23.8,35.9,27.4,12.8
48109,517,598,324,142,32.7,37.8,20.5,9
48111,"1,348","1,161","1,273",597,30.8,26.5,29.1,13.6
48113,"351,441","372,587","418,128","506,554",21.3,22.6,25.4,30.7
48115,"2,256","3,029","1,955","1,037",27.3,36.6,23.6,12.5
48117,"2,994","3,797","2,959","1,350",27,34.2,26.7,12.2
48119,513,"1,208","1,085",759,14.4,33.9,30.4,21.3
48121,"39,610","95,181","157,391","234,003",7.5,18.1,29.9,44.5
48123,"2,767","5,705","4,218","1,862",19,39.2,29,12.8
48125,296,548,492,267,18.5,34.2,30.7,16.7
48127,"2,137","2,170","1,303",924,32.7,33.2,19.9,14.1
48129,266,720,825,446,11.8,31.9,36.6,19.8
48131,"2,386","2,254","1,942",672,32.9,31.1,26.8,9.3
48133,"2,053","4,451","4,376","1,673",16.4,35.5,34.9,13.3
48135,"22,442","28,230","28,452","14,604",23.9,30.1,30.4,15.6
48137,363,434,387,311,24.3,29,25.9,20.8
48139,"15,495","30,531","37,049","24,996",14.3,28.3,34.3,23.1
48141,"114,276","121,278","157,099","115,744",22.5,23.9,30.9,22.8
48143,"3,289","5,548","7,795","7,027",13.9,23.4,32.9,29.7
48145,"2,763","4,562","3,157","1,553",23,37.9,26.2,12.9
48147,"3,615","8,622","7,789","4,026",15,35.8,32.4,16.7
48149,"2,846","7,265","4,653","3,262",15.8,40.3,25.8,18.1
48151,383,932,908,495,14.1,34.3,33.4,18.2
48153,"1,014","1,067","1,133",609,26.5,27.9,29.6,15.9
48155,236,300,341,170,22.5,28.7,32.6,16.2
48157,"46,214","83,705","124,372","217,907",9.8,17.7,26.3,46.1
48159,820,"2,175","2,550","1,715",11.3,30,35.1,23.6
48161,"2,471","4,549","5,027","1,807",17.8,32.8,36.3,13
48163,"4,035","4,319","2,869",865,33.4,35.7,23.7,7.2
48165,"4,326","3,272","2,165","1,379",38.8,29.4,19.4,12.4
48167,"25,770","55,710","71,449","65,692",11.8,25.5,32.7,30
48169,"1,776","1,281",901,639,38.6,27.9,19.6,13.9
48171,"2,047","5,896","4,804","6,508",10.6,30.6,24.9,33.8
48173,253,183,237,203,28.9,20.9,27.1,23.2
48175,650,"1,614","2,068",925,12.4,30.7,39.3,17.6
48177,"3,200","5,503","2,949","1,636",24.1,41.4,22.2,12.3
48179,"3,007","4,883","5,203","2,016",19.9,32.3,34.4,13.3
48181,"9,936","26,822","32,342","17,790",11.4,30.9,37.2,20.5
48183,"12,869","22,830","27,367","16,522",16.2,28.7,34.4,20.8
48185,"3,872","6,745","5,583","2,773",20.4,35.6,29.4,14.6
48187,"11,499","31,336","30,548","27,891",11.4,30.9,30.2,27.5
48189,"4,976","7,081","5,382","3,454",23.8,33.9,25.8,16.5
48191,503,600,682,299,24.1,28.8,32.7,14.3
48193,"1,095","2,000","1,542","1,288",18.5,33.8,26,21.7
48195,"1,052",942,899,484,31.2,27.9,26.6,14.3
48197,571,952,803,396,21,35,29.5,14.5
48199,"4,588","14,891","12,548","5,765",12.1,39.4,33.2,15.3
48201,"557,077","678,269","782,296","905,727",19.1,23.2,26.8,31
48203,"6,591","15,027","13,781","8,360",15.1,34.3,31.5,19.1
48205,796,"1,663","1,132",744,18.4,38.4,26.1,17.2
48207,"1,145","1,421","1,000",552,27.8,34.5,24.3,13.4
48209,"12,773","27,163","36,131","45,518",10.5,22.3,29.7,37.4
48211,501,715,711,513,20.5,29.3,29.1,21
48213,"9,317","19,091","17,861","10,306",16.5,33.7,31.6,18.2
48215,"168,031","109,847","108,503","86,872",35.5,23.2,22.9,18.4
48217,"4,257","8,357","7,400","4,132",17.6,34.6,30.6,17.1
48219,"3,447","3,818","5,082","2,007",24,26.6,35.4,14
48221,"4,357","12,296","13,663","10,698",10.6,30,33.3,26.1
48223,"3,956","8,800","7,090","4,449",16.3,36.2,29.2,18.3
48225,"3,295","6,157","4,880","2,360",19.7,36.9,29.2,14.1
48227,"5,200","8,382","8,318","3,070",20.8,33.6,33.3,12.3
48229,"1,263",842,447,188,46.1,30.7,16.3,6.9
48231,"9,138","21,259","18,753","11,792",15,34.9,30.8,19.3
48233,"2,052","4,728","5,414","1,947",14.5,33.4,38.3,13.8
48235,73,362,402,170,7.2,35.9,39.9,16.9
48237,"1,208","2,406","1,693",766,19.9,39.6,27.9,12.6
48239,"1,651","3,243","3,359","1,587",16.8,33,34.1,16.1
48241,"3,686","10,681","6,615","2,965",15.4,44.6,27.6,12.4
48243,254,387,467,598,14.9,22.7,27.4,35.1
48245,"27,058","55,151","53,962","33,160",16,32.6,31.9,19.6
48247,812,"1,183",766,387,25.8,37.6,24.3,12.3
48249,"6,543","9,449","6,495","3,266",25.4,36.7,25.2,12.7
48251,"16,223","36,008","34,875","19,545",15.2,33.8,32.7,18.3
48253,"3,181","5,923","3,922","1,689",21.6,40.3,26.7,11.5
48255,"2,498","3,840","2,631","1,511",23.8,36.6,25.1,14.4
48257,"10,550","25,276","24,654","15,799",13.8,33.1,32.3,20.7
48259,"1,985","6,088","8,908","11,768",6.9,21.2,31,40.9
48261,274,87,24,28,66.3,21.1,5.8,6.8
48263,104,182,139,131,18.7,32.7,25,23.6
48265,"4,279","10,207","13,169","9,496",11.5,27.5,35.4,25.6
48267,509,"1,008","1,008",715,15.7,31.1,31.1,22.1
48269,23,60,47,29,14.5,37.7,29.6,18.2
48271,731,979,772,265,26.6,35.6,28.1,9.6
48273,"3,598","4,350","5,028","4,287",20.8,25.2,29.1,24.8
48275,464,771,675,467,19.5,32.4,28.4,19.6
48277,"5,201","11,329","11,230","5,916",15.4,33.6,33.3,17.6
48279,"2,167","2,720","2,133","1,331",25.9,32.6,25.5,15.9
48281,"1,362","4,052","6,121","2,881",9.4,28.1,42.5,20
48283,"1,606","2,150",639,664,31.7,42.5,12.6,13.1
48285,"2,022","5,654","3,762","2,294",14.7,41.2,27.4,16.7
48287,"1,865","4,253","3,618","1,836",16.1,36.8,31.3,15.9
48289,"2,117","4,664","3,277","1,967",17.6,38.8,27.3,16.4
48291,"12,071","20,993","15,267","5,056",22.6,39.3,28.6,9.5
48293,"3,040","5,611","5,188","2,260",18.9,34.9,32.2,14
48295,406,757,669,443,17.8,33.3,29.4,19.5
48297,"1,828","3,028","2,775","1,156",20.8,34.5,31.6,13.2
48299,"2,321","4,295","5,695","4,251",14,25.9,34.4,25.7
48301,17,15,43,0,22.7,20,57.3,0
48303,"25,227","46,606","54,067","51,557",14.2,26.3,30.5,29.1
48305,909,"1,126","1,077",693,23.9,29.6,28.3,18.2
48307,"1,139","1,741","1,749","1,086",19.9,30.5,30.6,19
48309,"23,575","41,380","49,587","35,492",15.7,27.6,33.1,23.7
48311,45,200,111,108,9.7,43.1,23.9,23.3
48313,"1,939","3,754","2,675","1,321",20,38.7,27.6,13.6
48315,"1,250","3,083","2,114","1,126",16.5,40.7,27.9,14.9
48317,755,"1,023",842,670,22.9,31.1,25.6,20.4
48319,352,974,"1,055",595,11.8,32.7,35.5,20
48321,"5,250","7,643","7,223","4,028",21.7,31.7,29.9,16.7
48323,"13,145","7,141","8,239","4,081",40.3,21.9,25.3,12.5
48325,"5,601","10,189","10,645","6,527",17,30.9,32.3,19.8
48327,315,603,493,305,18.4,35.1,28.7,17.8
48329,"16,562","26,517","31,353","28,049",16.2,25.9,30.6,27.4
48331,"2,942","6,320","4,999","2,285",17.8,38.2,30.2,13.8
48333,666,"1,038","1,087",620,19.5,30.4,31.9,18.2
48335,"1,225","2,152","1,711",681,21.2,37.3,29.7,11.8
48337,"1,966","5,083","4,401","2,096",14.5,37.5,32.5,15.5
48339,"45,597","80,427","109,691","125,054",12.6,22.3,30.4,34.7
48341,"4,171","2,916","3,637","1,792",33.3,23.3,29.1,14.3
48343,"1,009","3,536","2,786","1,342",11.6,40.8,32.1,15.5
48345,109,238,312,132,13.8,30.1,39.4,16.7
48347,"6,274","10,944","11,080","9,177",16.7,29.2,29.6,24.5
48349,"6,879","9,315","10,371","5,114",21.7,29.4,32.7,16.1
48351,"1,582","4,050","3,215",861,16.3,41.7,33.1,8.9
48353,"1,821","3,178","3,127","1,487",18.9,33.1,32.5,15.5
48355,"41,214","67,576","74,846","50,403",17.6,28.9,32,21.5
48357,"1,527","1,940","1,771",936,24.7,31.4,28.7,15.2
48359,165,384,342,259,14.3,33.4,29.7,22.5
48361,"6,566","21,728","19,213","8,556",11.7,38.8,34.3,15.3
48363,"3,099","6,953","6,066","3,187",16.1,36,31.4,16.5
48365,"2,580","5,285","5,476","2,444",16.3,33.5,34.7,15.5
48367,"9,535","25,111","29,136","23,302",10.9,28.8,33.5,26.8
48369,"1,768","1,893","1,318","1,069",29.2,31.3,21.8,17.7
48371,"3,225","3,858","2,465","1,032",30.5,36.5,23.3,9.8
48373,"6,800","12,601","10,134","4,799",19.8,36.7,29.5,14
48375,"17,224","24,126","23,670","11,290",22.6,31.6,31,14.8
48377,"2,191",881,607,923,47.6,19.1,13.2,20.1
48379,"1,289","3,545","2,646",993,15.2,41.8,31.2,11.7
48381,"7,072","19,061","32,985","27,833",8.1,21.9,37.9,32
48383,462,878,701,242,20.2,38.5,30.7,10.6
48385,374,687,876,503,15.3,28.2,35.9,20.6
48387,"1,369","3,539","2,789","1,107",15.5,40.2,31.7,12.6
48389,"3,640","2,779","2,568","1,086",36.1,27.6,25.5,10.8
48391,947,"1,799","1,576",578,19.3,36.7,32.2,11.8
48393,51,157,210,149,9,27.7,37,26.3
48395,"1,843","4,179","3,540","1,839",16.2,36.7,31,16.1
48397,"4,761","11,864","19,554","24,403",7.9,19.6,32.3,40.3
48399,"1,497","2,435","1,762","1,274",21.5,34.9,25.3,18.3
48401,"7,260","11,522","12,482","5,310",19.9,31.5,34.1,14.5
48403,"1,097","3,117","2,504","1,276",13.7,39,31.3,16
48405,"1,175","2,390","1,743",816,19.2,39,28.5,13.3
48407,"3,178","9,787","4,654","2,160",16.1,49.5,23.5,10.9
48409,"8,741","13,974","13,653","6,368",20.5,32.7,31.9,14.9
48411,"1,092","1,433","1,104",610,25.8,33.8,26,14.4
48413,430,481,760,330,21.5,24,38,16.5
48415,"2,491","3,629","3,261","1,857",22.2,32.3,29,16.5
48417,346,507,832,560,15.4,22.6,37.1,24.9
48419,"4,072","5,444","4,438","2,366",25,33.4,27.2,14.5
48421,491,581,607,413,23.5,27.8,29,19.7
48423,"21,656","35,529","51,517","37,849",14.8,24.2,35.2,25.8
48425,727,"2,060","1,755","1,430",12.2,34.5,29.4,23.9
48427,"17,148","8,830","5,709","3,658",48.5,25,16.2,10.3
48429,"1,473","1,916","1,965","1,068",22.9,29.8,30.6,16.6
48431,110,359,189,124,14.1,45.9,24.2,15.9
48433,105,431,318,135,10.6,43.6,32.2,13.7
48435,658,796,735,470,24.7,29.9,27.6,17.7
48437,"1,355","1,605","1,452",647,26.8,31.7,28.7,12.8
48439,"185,596","309,229","389,565","405,976",14.4,24,30.2,31.5
48441,"9,669","25,030","27,994","20,366",11.6,30.1,33.7,24.5
48443,133,208,266,110,18.5,29,37.1,15.3
48445,"2,536","2,541","1,989",963,31.6,31.6,24.8,12
48447,166,415,331,214,14.7,36.9,29.4,19
48449,"4,818","6,500","5,406","3,160",24.2,32.7,27.2,15.9
48451,"10,768","22,881","23,315","18,162",14.3,30.5,31,24.2
48453,"89,298","137,546","194,600","398,329",10.9,16.8,23.7,48.6
48455,"1,772","4,005","3,538","1,365",16.6,37.5,33.1,12.8
48457,"2,361","6,681","4,190","1,889",15.6,44.2,27.7,12.5
48459,"4,321","9,400","9,172","4,695",15.7,34.1,33.2,17
48461,503,927,653,228,21.8,40.1,28.3,9.9
48463,"4,651","4,519","5,004","2,650",27.6,26.9,29.7,15.8
48465,"9,332","6,981","7,591","5,460",31.8,23.8,25.9,18.6
48467,"6,181","12,502","12,472","6,413",16.5,33.3,33.2,17.1
48469,"10,045","18,165","19,591","12,025",16.8,30.4,32.7,20.1
48471,"6,864","17,830","11,985","9,535",14.9,38.6,25.9,20.6
48473,"5,292","8,945","7,881","5,486",19.2,32.4,28.6,19.9
48475,"1,538","2,549","2,163",984,21.3,35.2,29.9,13.6
48477,"3,302","7,554","6,541","5,790",14.2,32.6,28.2,25
48479,"48,935","39,427","33,642","27,549",32.7,26.4,22.5,18.4
48481,"5,829","7,955","8,533","4,605",21.7,29.5,31.7,17.1
48483,694,"1,109","1,293",616,18.7,29.9,34.8,16.6
48485,"11,382","26,643","26,814","19,364",13.5,31.6,31.8,23
48487,"1,914","3,004","2,567","1,437",21.5,33.7,28.8,16.1
48489,"4,637","4,964","2,628","1,371",34.1,36.5,19.3,10.1
48491,"23,435","70,838","109,681","142,568",6.8,20.4,31.7,41.1
48493,"4,355","11,631","9,788","6,653",13.4,35.9,30.2,20.5
48495,"1,500","1,268","1,346",433,33,27.9,29.6,9.5
48497,"6,455","14,612","14,629","7,547",14.9,33.8,33.8,17.5
48499,"4,852","10,919","10,930","5,246",15.2,34.2,34.2,16.4
48501,"1,595","1,445","1,153",817,31.8,28.8,23,16.3
48503,"2,019","4,371","3,613","2,438",16.2,35.1,29,19.6
48505,"3,226","2,378","1,620",835,40,29.5,20.1,10.4
48507,"2,719","2,240","1,576",614,38,31.3,22,8.6
49000,"143,360","407,324","638,721","592,660",8,22.9,35.8,33.3
49001,369,"1,338","1,325",779,9.7,35.1,34.8,20.4
49003,"2,115","9,631","12,158","7,279",6.8,30.9,39,23.3
49005,"4,227","12,485","21,522","23,208",6.9,20.3,35,37.8
49007,"1,189","3,532","6,142","2,124",9.2,27.2,47.3,16.4
49009,16,173,177,52,3.8,41.4,42.3,12.4
49011,"8,908","41,251","73,248","74,044",4.5,20.9,37.1,37.5
49013,"1,421","4,294","4,323","1,691",12.1,36.6,36.9,14.4
49015,389,"2,142","2,868",928,6.1,33.9,45.3,14.7
49017,274,"1,219","1,097",838,8,35.6,32,24.4
49019,618,"1,911","2,335","1,861",9.2,28.4,34.7,27.7
49021,"1,997","6,981","10,656","8,073",7.2,25.2,38.5,29.1
49023,477,"2,287","2,324","1,047",7.8,37.3,37.9,17.1
49025,368,"1,229","2,121","1,399",7.2,24,41.5,27.3
49027,881,"2,408","2,736","1,741",11.3,31,35.2,22.4
49029,153,"1,127","2,565","2,508",2.4,17.7,40.4,39.5
49031,179,587,340,258,13.1,43,24.9,18.9
49033,19,413,587,329,1.4,30.6,43.5,24.4
49035,"67,200","159,716","232,915","242,173",9.6,22.8,33.2,34.5
49037,"1,440","2,715","3,092","1,635",16.2,30.6,34.8,18.4
49039,"1,772","4,748","7,393","3,219",10.3,27.7,43.2,18.8
49041,"1,313","4,320","5,181","2,226",10.1,33.1,39.7,17.1
49043,"1,381","4,029","6,585","14,849",5.1,15,24.5,55.3
49045,"3,386","11,348","14,141","8,613",9,30.3,37.7,23
49047,"2,896","7,345","7,568","3,080",13.9,35.2,36.2,14.7
49049,"16,874","47,202","109,272","116,085",5.8,16.3,37.8,40.1
49051,895,"3,706","6,166","7,364",4.9,20.4,34,40.6
49053,"7,654","23,856","42,537","28,437",7.5,23.3,41.5,27.7
49055,213,404,765,466,11.5,21.9,41.4,25.2
49057,"14,736","44,927","56,582","36,354",9.7,29.4,37.1,23.8
50000,"32,707","128,172","114,710","164,106",7.4,29.2,26.1,37.3
50001,"1,809","7,767","6,524","9,325",7.1,30.5,25.7,36.7
50003,"2,079","7,495","6,868","9,145",8.1,29.3,26.8,35.7
50005,"1,962","7,805","5,801","6,079",9.1,36.1,26.8,28.1
50007,"6,285","20,373","25,728","53,882",5.9,19.2,24.2,50.7
50009,669,"2,145","1,165",737,14.2,45.5,24.7,15.6
50011,"3,150","13,006","9,842","8,081",9.2,38.2,28.9,23.7
50013,298,"1,465","1,409","2,048",5.7,28.1,27,39.2
50015,"1,301","4,437","5,324","6,589",7.4,25.1,30.2,37.3
50017,"1,731","7,489","5,739","6,154",8.2,35.5,27.2,29.1
50019,"2,452","7,546","5,439","4,261",12.4,38.3,27.6,21.6
50021,"3,308","15,078","11,566","13,031",7.7,35.1,26.9,30.3
50023,"2,741","11,410","10,325","17,339",6.6,27.3,24.7,41.5
50025,"2,101","9,616","7,815","12,288",6.6,30.2,24.6,38.6
50027,"2,821","12,540","11,165","15,147",6.8,30.1,26.8,36.3
51000,"612,820","1,381,080","1,549,589","2,186,863",10.7,24.1,27,38.2
51001,"4,419","9,155","5,645","4,376",18.7,38.8,23.9,18.5
51003,"6,200","11,913","15,288","38,487",8.6,16.6,21.3,53.5
51005,"1,626","4,507","3,407","1,736",14.4,40,30.2,15.4
51007,"1,487","3,536","2,571","1,436",16.5,39.2,28.5,15.9
51009,"3,348","8,062","6,842","4,342",14.8,35.7,30.3,19.2
51011,"1,758","3,824","3,315","2,192",15.9,34.5,29.9,19.8
51013,"10,258","14,027","19,594","128,610",5.9,8.1,11.4,74.6
51015,"6,843","20,757","13,972","12,796",12.6,38.2,25.7,23.5
51017,434,"1,395","1,047",504,12.8,41.3,31,14.9
51019,"5,735","17,665","16,702","16,267",10.2,31.3,29.6,28.9
51021,421,"1,980","1,702",865,8.5,39.9,34.3,17.4
51023,"1,784","7,829","7,674","6,965",7.4,32.3,31.6,28.7
51025,"2,575","4,600","3,333","1,756",21,37.5,27.2,14.3
51027,"4,946","6,017","3,929","1,760",29.7,36.1,23.6,10.6
51029,"2,768","5,499","2,865","1,417",22.1,43.8,22.8,11.3
51031,"5,570","12,528","12,681","8,946",14,31.5,31.9,22.5
