FIPS,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
22127,"1,902","4,452","2,345","1,467",18.7,43.8,23.1,14.4
23000,"74,426","308,013","286,179","299,279",7.7,31.8,29.6,30.9
23001,"7,241","27,228","23,508","16,540",9.7,36.5,31.5,22.2
23003,"6,312","18,759","15,794","9,537",12.5,37.2,31.3,18.9
23005,"10,387","46,659","54,577","97,804",5,22.3,26.1,46.7
23007,"1,584","8,013","6,475","5,474",7.4,37.2,30.1,25.4
23009,"2,427","13,350","12,208","13,358",5.9,32.3,29.5,32.3
23011,"7,220","28,737","27,738","23,622",8.3,32.9,31.8,27.1
23013,"1,890","10,059","8,765","9,317",6.3,33.5,29.2,31
23015,"1,877","8,674","7,034","8,561",7.2,33.2,26.9,32.7
23017,"3,772","18,321","12,181","8,040",8.9,43.3,28.8,19
23019,"9,046","36,073","33,132","29,141",8.4,33.6,30.9,27.1
23021,"1,293","5,218","4,046","2,368",10,40.4,31.3,18.3
23023,"1,548","7,911","7,505","9,344",5.9,30.1,28.5,35.5
23025,"4,527","15,052","11,687","6,163",12.1,40.2,31.2,16.5
23027,"2,207","9,456","8,789","8,589",7.6,32.6,30.3,29.6
23029,"2,710","9,099","6,645","4,854",11.6,39,28.5,20.8
23031,"10,385","45,404","46,095","46,567",7,30.6,31.1,31.4
24000,"409,757","1,021,847","1,052,689","1,630,565",10,24.8,25.6,39.6
24001,"5,043","21,007","14,979","9,161",10,41.9,29.8,18.3
24003,"30,657","93,031","106,936","159,821",7.9,23.8,27.4,40.9
24005,"50,831","150,542","150,963","221,773",8.9,26.2,26.3,38.6
24009,"3,773","18,724","20,001","19,212",6.1,30.3,32.4,31.1
24011,"3,611","9,102","5,900","3,776",16.1,40.7,26.4,16.9
24013,"9,045","34,707","30,950","41,280",7.8,29.9,26.7,35.6
24015,"7,768","26,586","20,081","16,072",11,37.7,28.5,22.8
24017,"7,240","32,983","34,476","30,379",6.9,31.4,32.8,28.9
24019,"3,039","9,168","6,219","4,827",13.1,39.4,26.7,20.8
24021,"12,884","40,866","46,253","68,432",7.6,24.3,27.5,40.6
24023,"2,290","9,363","5,425","4,294",10.7,43.8,25.4,20.1
24025,"12,561","46,075","52,724","62,062",7.2,26.6,30.4,35.8
24027,"9,527","29,650","42,897","130,437",4.5,14,20.2,61.4
24029,"1,672","3,982","3,516","4,759",12,28.6,25.2,34.2
24031,"62,517","94,875","135,383","421,720",8.7,13.3,18.9,59
24033,"82,288","156,769","172,415","199,620",13.5,25.7,28.2,32.7
24035,"2,748","10,300","9,651","12,144",7.9,29.6,27.7,34.9
24037,"7,479","22,068","20,893","23,164",10.2,30,28.4,31.5
24039,"3,087","6,868","4,429","2,674",18.1,40.3,26,15.7
24041,"2,633","7,197","7,411","10,839",9.4,25.6,26.4,38.6
24043,"13,723","37,982","30,357","22,409",13.1,36.4,29.1,21.4
24045,"7,633","20,867","18,468","17,188",11.9,32.5,28.8,26.8
24047,"3,579","12,372","11,291","11,907",9.1,31.6,28.8,30.4
24510,"64,129","126,763","101,071","132,615",15.1,29.9,23.8,31.2
25000,"454,360","1,150,846","1,105,887","2,037,702",9.6,24.2,23.3,42.9
25001,"7,448","40,194","46,899","70,795",4.5,24.3,28.4,42.8
25003,"8,271","27,750","25,891","31,034",8.9,29.9,27.9,33.4
25005,"58,891","116,818","105,441","109,080",15.1,29.9,27,28
25007,575,"3,091","3,444","5,621",4.5,24.3,27.1,44.2
25009,"57,928","135,741","133,206","212,106",10.7,25.2,24.7,39.4
25011,"3,670","14,911","14,843","19,786",6.9,28,27.9,37.2
25013,"46,509","93,236","90,654","85,913",14.7,29.5,28.7,27.2
25015,"5,559","23,457","24,151","46,210",5.6,23.6,24.3,46.5
25017,"76,765","218,287","205,211","616,179",6.9,19.6,18.4,55.2
25019,380,"1,476","2,021","4,148",4.7,18.4,25.2,51.7
25021,"29,903","95,171","104,770","258,768",6.1,19.5,21.4,53
25023,"25,173","99,134","100,674","130,354",7.1,27.9,28.3,36.7
25025,"79,176","122,750","100,097","244,827",14.5,22.4,18.3,44.8
25027,"54,112","158,830","148,585","202,881",9.6,28.1,26.3,35.9
26000,"641,536","1,966,809","2,226,818","1,937,052",9.5,29,32.9,28.6
26001,973,"3,333","2,865","1,334",11.4,39.2,33.7,15.7
26003,759,"3,117","1,930","1,224",10.8,44.3,27.5,17.4
26005,"7,278","29,465","23,472","17,640",9.3,37.8,30.1,22.7
26007,"1,765","7,050","8,577","3,677",8.4,33.5,40.7,17.5
26009,"1,478","5,555","5,432","4,899",8.5,32,31.3,28.2
26011,"1,429","4,814","3,796","1,341",12.6,42.3,33.4,11.8
26013,697,"2,714","1,933",905,11.2,43.4,30.9,14.5
26015,"3,071","15,812","14,518","8,422",7.3,37.8,34.7,20.1
26017,"7,778","26,000","26,941","14,173",10.4,34.7,36,18.9
26019,856,"4,198","4,273","3,857",6.5,31.8,32.4,29.3
26021,"11,190","31,103","35,501","29,799",10.4,28.9,33,27.7
26023,"3,289","12,451","10,135","4,271",10.9,41.3,33.6,14.2
26025,"8,123","33,106","30,526","19,318",8.9,36.4,33.5,21.2
26027,"4,441","12,159","13,005","6,975",12.1,33.2,35.6,19.1
26029,"1,236","5,676","6,350","5,961",6.4,29.5,33,31
26031,"1,821","7,339","6,222","3,972",9.4,37.9,32.1,20.5
26033,"2,649","9,074","8,767","5,462",10.2,35,33.8,21
26035,"3,417","8,546","7,700","2,710",15.3,38.2,34.4,12.1
26037,"3,110","14,346","19,007","16,716",5.8,27,35.7,31.4
26039,"1,142","3,512","3,795","1,950",11,33.8,36.5,18.8
26041,"1,603","8,807","10,326","5,676",6.1,33.3,39.1,21.5
26043,972,"6,279","6,412","4,937",5.2,33.8,34.5,26.5
26045,"4,658","21,320","29,812","20,445",6.1,28,39.1,26.8
26047,"1,481","5,847","8,515","8,059",6.2,24.5,35.6,33.7
26049,"26,624","88,970","104,807","58,329",9.6,31.9,37.6,20.9
26051,"2,490","7,430","6,257","2,592",13.3,39.6,33.3,13.8
26053,787,"4,432","4,235","2,330",6.7,37.6,35.9,19.8
26055,"3,181","16,160","23,587","23,173",4.8,24.4,35.7,35.1
26057,"2,645","11,374","10,162","3,938",9.4,40.4,36.1,14
26059,"3,649","12,046","10,244","5,319",11.7,38.5,32.8,17
26061,"1,517","7,160","5,498","7,041",7.2,33.7,25.9,33.2
26063,"2,577","9,773","7,248","3,588",11.1,42.2,31.3,15.5
26065,"12,738","37,856","56,717","67,150",7.3,21.7,32.5,38.5
26067,"4,280","17,184","14,908","6,988",9.9,39.6,34.4,16.1
26069,"2,167","7,361","6,795","3,171",11.1,37.8,34.9,16.3
26071,698,"3,832","2,575","1,647",8,43.8,29.4,18.8
26073,"3,205","12,045","11,859","11,159",8.4,31.5,31,29.2
26075,"10,304","36,202","39,822","23,483",9.4,33,36.3,21.4
26077,"10,469","35,872","54,609","62,075",6.4,22,33.5,38.1
26079,"1,672","5,210","4,211","1,493",13.3,41.4,33.5,11.9
26081,"41,102","103,202","129,390","148,413",9.7,24.4,30.7,35.2
26083,66,550,550,510,3.9,32.8,32.8,30.4
26085,"1,538","3,848","2,632","1,019",17,42.6,29.1,11.3
26087,"5,765","22,220","23,124","11,066",9.3,35.7,37.2,17.8
26089,797,"3,623","5,079","7,111",4.8,21.8,30.6,42.8
26091,"6,278","25,224","22,343","14,199",9.2,37.1,32.8,20.9
26093,"6,040","34,004","45,464","45,639",4.6,25.9,34.7,34.8
26095,575,"1,840","1,588",779,12,38.5,33.2,16.3
26097,810,"2,848","2,833","1,806",9.8,34.3,34.1,21.8
26099,"62,977","180,999","215,523","149,504",10.3,29.7,35.4,24.5
26101,"1,715","6,583","6,299","3,651",9.4,36.1,34.5,20
26103,"2,081","14,017","14,342","14,003",4.7,31.5,32.3,31.5
26105,"1,587","6,975","7,435","4,830",7.6,33.5,35.7,23.2
26107,"2,828","9,700","8,405","5,874",10.5,36.2,31.4,21.9
26109,"1,306","7,360","5,663","2,874",7.6,42.8,32.9,16.7
26111,"3,323","16,881","18,149","19,789",5.7,29,31.2,34
26113,"1,164","4,362","3,493","1,376",11.2,42,33.6,13.2
26115,"9,209","37,772","37,731","20,036",8.8,36.1,36,19.1
26117,"5,300","17,475","15,315","5,673",12.1,39.9,35,13
26119,972,"3,176","2,275",946,13.2,43.1,30.9,12.8
26121,"10,771","40,566","43,822","22,425",9.2,34.5,37.3,19.1
26123,"4,423","13,458","10,244","5,299",13.2,40.3,30.6,15.9
26125,"53,868","164,936","251,606","407,776",6.1,18.8,28.7,46.4
26127,"2,546","6,396","5,727","3,406",14.1,35.4,31.7,18.8
26129,"2,270","6,108","5,401","1,891",14.5,39,34.5,12.1
26131,364,"2,005","1,695",861,7.4,40.7,34.4,17.5
26133,"1,914","7,187","4,894","2,242",11.8,44.3,30.1,13.8
26135,"1,030","2,323","2,160",661,16.7,37.6,35,10.7
26137,"1,357","5,847","5,869","4,170",7.9,33.9,34,24.2
26139,"12,913","50,168","53,777","58,810",7.4,28.6,30.6,33.5
26141,"1,085","3,932","3,233","1,726",10.9,39.4,32.4,17.3
26143,"1,908","7,691","6,475","2,816",10.1,40.7,34.3,14.9
26145,"13,876","44,370","45,954","27,827",10.5,33.6,34.8,21.1
26147,"10,689","38,628","42,500","20,564",9.5,34.4,37.8,18.3
26149,"5,258","15,559","13,546","6,416",12.9,38.2,33.2,15.7
26151,"3,554","12,140","9,431","4,144",12.1,41.5,32.2,14.2
26153,602,"2,695","1,826",963,9.9,44.3,30,15.8
26155,"3,613","17,352","18,633","8,215",7.6,36.3,39,17.2
26157,"4,045","15,824","12,905","5,180",10.7,41.7,34,13.6
26159,"6,587","16,350","17,631","10,739",12.8,31.9,34.4,20.9
26161,"10,800","33,896","57,051","125,423",4.8,14.9,25.1,55.2
26163,"166,003","353,763","383,495","275,102",14.1,30,32.5,23.3
26165,"2,408","8,426","7,966","4,099",10.5,36.8,34.8,17.9
27000,"262,401","930,058","1,216,521","1,322,782",7,24.9,32.6,35.4
27001,"1,111","4,665","4,432","2,157",9,37.7,35.8,17.4
27003,"14,385","65,852","85,702","70,007",6.1,27.9,36.3,29.7
27005,"1,697","7,379","8,358","5,644",7.4,32,36.2,24.5
27007,"2,437","7,906","9,914","7,907",8.7,28.1,35.2,28.1
27009,"2,027","8,233","10,274","5,979",7.6,31.1,38.8,22.6
27011,357,"1,586","1,158",549,9.8,43.5,31.7,15
27013,"2,259","10,298","13,039","12,940",5.9,26.7,33.8,33.6
27015,"1,285","6,502","5,979","3,519",7.4,37.6,34.6,20.4
27017,"1,460","8,470","9,294","5,571",5.9,34.2,37.5,22.5
27019,"2,346","12,334","19,051","31,252",3.6,19,29.3,48.1
27021,"1,750","7,001","7,602","4,731",8.3,33.2,36.1,22.4
27023,771,"2,965","2,948","1,581",9.3,35.9,35.7,19.1
27025,"2,145","12,797","15,123","7,737",5.7,33.9,40,20.5
27027,"1,950","9,675","13,699","12,747",5.1,25.4,36,33.5
27029,864,"2,112","2,089",974,14.3,35,34.6,16.1
27031,142,962,"1,315","1,783",3.4,22.9,31.3,42.4
27033,752,"2,759","2,640","1,650",9.6,35.4,33.8,21.2
27035,"2,844","13,779","17,759","11,032",6.3,30.3,39.1,24.3
27037,"14,448","58,074","91,276","117,629",5.1,20.6,32.4,41.8
27039,702,"4,676","4,821","3,285",5.2,34.7,35.8,24.4
27041,"1,318","7,857","10,615","6,747",5,29.6,40,25.4
27043,840,"3,804","3,534","1,773",8.4,38.2,35.5,17.8
27045,"1,253","4,888","5,185","3,030",8.7,34,36.1,21.1
27047,"2,214","8,131","7,819","3,652",10.1,37.3,35.8,16.7
27049,"1,833","10,662","11,816","8,125",5.7,32.9,36.4,25
27051,270,"1,427","1,716",822,6.4,33.7,40.5,19.4
27053,"57,992","142,555","233,467","420,664",6.8,16.7,27.3,49.2
27055,716,"4,462","4,925","3,188",5.4,33.6,37.1,24
27057,"1,085","4,685","5,299","4,131",7.1,30.8,34.9,27.2
27059,"2,222","8,997","10,695","4,718",8.3,33.8,40.2,17.7
27061,"2,095","9,832","13,222","7,405",6.4,30.2,40.6,22.7
27063,489,"2,435","2,624","1,564",6.9,34.2,36.9,22
27065,"1,091","4,565","4,050","1,656",9.6,40.2,35.6,14.6
27067,"3,293","7,395","11,259","6,695",11.5,25.8,39.3,23.4
27069,184,"1,176",989,737,6,38.1,32,23.9
27071,722,"3,385","3,635","1,657",7.7,36,38.7,17.6
27073,366,"1,840","1,841",953,7.3,36.8,36.8,19.1
27075,323,"2,554","2,811","2,415",4,31.5,34.7,29.8
27077,242,"1,123",960,557,8.4,39,33.3,19.3
27079,"1,382","6,675","6,792","4,275",7.2,34.9,35.5,22.4
27081,350,"1,542","1,397",741,8.7,38.3,34.7,18.4
27083,"1,316","5,481","5,540","4,205",8,33.1,33.5,25.4
27085,"1,732","8,997","9,549","4,422",7,36.4,38.7,17.9
27087,439,"1,275","1,239",410,13.1,37.9,36.8,12.2
27089,752,"2,411","2,154","1,251",11.4,36.7,32.8,19
27091,"1,028","5,403","4,888","2,850",7.3,38.1,34.5,20.1
27093,"1,169","5,727","5,933","2,967",7.4,36.3,37.6,18.8
27095,"1,796","6,731","6,415","2,703",10.2,38.1,36.4,15.3
27097,"2,272","8,784","7,905","3,909",9.9,38.4,34.6,17.1
27099,"3,473","8,400","8,952","5,773",13.1,31.6,33.7,21.7
27101,577,"2,263","2,058","1,138",9.6,37.5,34.1,18.9
27103,"1,268","5,873","7,693","7,175",5.8,26.7,35,32.6
27105,"3,122","4,561","4,198","2,154",22.2,32.5,29.9,15.3
27107,397,"1,744","1,579",838,8.7,38.3,34.6,18.4
27109,"5,797","20,481","31,668","45,516",5.6,19.8,30.6,44
27111,"3,181","12,109","15,613","10,361",7.7,29.3,37.8,25.1
27113,728,"3,285","3,762","1,958",7.5,33.8,38.7,20.1
27115,"2,196","8,437","7,464","3,078",10.4,39.8,35.2,14.5
27117,774,"2,155","1,974","1,332",12.4,34.6,31.7,21.4
27119,"1,726","6,837","7,522","5,115",8.1,32.3,35.5,24.1
27121,517,"2,607","3,122","1,756",6.5,32.6,39,21.9
27123,"35,551","75,283","97,990","150,759",9.9,20.9,27.3,41.9
27125,185,"1,072","1,063",473,6.6,38.4,38.1,16.9
27127,957,"4,001","3,529","1,934",9.2,38.4,33.9,18.6
27129,"1,114","3,733","3,959","1,480",10.8,36.3,38.5,14.4
27131,"3,971","12,895","13,275","11,456",9.5,31,31.9,27.5
27133,523,"2,144","2,259","1,474",8.2,33.5,35.3,23
27135,762,"3,640","4,018","2,014",7.3,34.9,38.5,19.3
27137,"7,871","38,176","51,020","39,166",5.8,28,37.5,28.7
27139,"4,801","20,820","30,145","36,166",5.2,22.6,32.8,39.3
27141,"3,342","16,854","23,816","16,582",5.5,27.8,39.3,27.4
27143,933,"4,014","3,592","1,713",9.1,39.2,35,16.7
27145,"7,746","27,007","35,190","26,894",8,27.9,36.3,27.8
27147,"2,049","8,378","7,898","6,094",8.4,34.3,32.3,25
27149,398,"1,704","2,024","1,707",6.8,29.2,34.7,29.3
27151,684,"2,226","2,549","1,195",10.3,33.5,38.3,18
27153,"2,182","6,116","5,901","2,609",13,36.4,35.1,15.5
27155,192,833,974,409,8,34.6,40.4,17
27157,"1,202","5,308","5,496","3,375",7.8,34.5,35.7,21.9
27159,890,"3,440","3,663","1,256",9.6,37.2,39.6,13.6
27161,894,"4,644","4,776","2,657",6.9,35.8,36.8,20.5
27163,"6,889","35,951","53,768","73,505",4,21.1,31.6,43.2
27165,"1,220","3,036","1,982","1,125",16.6,41.2,26.9,15.3
27167,273,"1,341","1,836","1,060",6.1,29.7,40.7,23.5
27169,"2,175","8,546","11,161","9,275",7,27.4,35.8,29.8
27171,"4,727","24,875","31,554","24,210",5.5,29.1,37,28.4
27173,598,"2,445","2,731","1,104",8.7,35.5,39.7,16.1
28000,"316,345","596,564","625,228","429,177",16.1,30.3,31.8,21.8
28001,"4,843","7,757","5,838","4,003",21.6,34.6,26,17.8
28003,"4,680","8,229","8,212","4,140",18.5,32.6,32.5,16.4
28005,"1,857","3,716","2,370","1,193",20.3,40.7,25.9,13.1
28007,"2,893","3,862","3,915","1,679",23.4,31.3,31.7,13.6
28009,"1,741","1,959","1,481",594,30.1,33.9,25.6,10.3
28011,"4,804","5,141","5,931","4,961",23.1,24.7,28.5,23.8
28013,"2,267","3,676","2,832","1,121",22.9,37.1,28.6,11.3
28015,"1,324","2,422","2,451","1,051",18.3,33.4,33.8,14.5
28017,"3,142","4,197","2,604","1,405",27.7,37,22.9,12.4
28019,"1,134","2,201","1,440","1,024",19.6,38,24.8,17.7
28021,"1,196","1,619","1,472","1,014",22.6,30.5,27.8,19.1
28023,"2,091","4,010","3,624","1,291",19,36.4,32.9,11.7
28025,"2,464","4,552","3,703","2,699",18.4,33.9,27.6,20.1
28027,"3,116","3,582","5,427","2,507",21.3,24.5,37.1,17.1
28029,"3,796","6,266","6,152","2,685",20.1,33.2,32.6,14.2
28031,"2,105","4,634","3,521","2,167",16.9,37.3,28.3,17.4
28033,"11,828","34,020","41,181","27,608",10.3,29.7,35.9,24.1
28035,"6,090","12,447","15,284","12,917",13,26.6,32.7,27.6
28037,837,"1,866","1,800",813,15.7,35.1,33.9,15.3
28039,"2,809","5,963","4,614","1,934",18.3,38.9,30.1,12.6
28041,"2,231","3,463","3,201",837,22.9,35.6,32.9,8.6
28043,"2,873","3,963","4,699","2,822",20,27.6,32.7,19.7
28045,"4,438","9,012","12,029","7,690",13.4,27.2,36.3,23.2
28047,"17,251","39,251","47,295","29,707",12.9,29.4,35.4,22.3
28049,"20,091","38,324","51,032","44,828",13,24.8,33.1,29.1
28051,"2,776","4,589","2,678","1,100",24.9,41.2,24,9.9
28053,"1,588","1,812","1,324",794,28.8,32.8,24,14.4
28055,314,397,272,71,29.8,37.7,25.8,6.7
28057,"3,375","4,743","5,457","2,109",21.5,30.2,34.8,13.4
28059,"10,697","30,318","35,173","19,997",11.1,31.5,36.6,20.8
28061,"1,907","4,196","3,535","1,632",16.9,37.2,31.4,14.5
28063,"1,261","1,808","1,186",751,25.2,36.1,23.7,15
28065,"1,727","2,910","2,363","1,134",21.2,35.8,29.1,13.9
28067,"7,496","13,690","14,461","9,216",16.7,30.5,32.2,20.5
28069,"1,140","2,560","2,372",752,16.7,37.5,34.8,11
28071,"3,253","5,818","8,241","13,562",10.5,18.8,26.7,43.9
28073,"3,724","9,460","12,933","14,202",9.2,23.5,32.1,35.2
28075,"7,507","14,912","18,979","10,369",14.5,28.8,36.7,20
28077,"1,414","3,139","2,556","1,317",16.8,37.3,30.3,15.6
28079,"3,336","5,379","4,097","1,883",22.7,36.6,27.9,12.8
28081,"9,093","14,003","19,547","13,367",16.2,25,34.9,23.9
28083,"3,834","6,599","4,481","3,157",21.2,36.5,24.8,17.5
28085,"3,099","8,638","7,672","3,706",13.4,37.4,33.2,16
28087,"5,585","12,366","12,055","9,306",14.2,31.5,30.7,23.7
28089,"5,563","11,295","18,766","32,446",8.2,16.6,27.6,47.7
28091,"3,535","6,761","4,680","2,071",20.7,39.7,27.5,12.1
28093,"4,592","9,831","6,736","3,362",18.7,40.1,27.5,13.7
28095,"4,683","8,845","6,949","4,253",18.9,35.8,28.1,17.2
28097,"1,475","2,464","1,787","1,464",20.5,34.3,24.9,20.4
28099,"4,081","6,343","5,972","2,285",21.8,34,32,12.2
28101,"2,101","4,183","5,137","2,277",15.3,30.5,37.5,16.6
28103,"1,960","2,269","1,863",952,27.8,32.2,26.4,13.5
28105,"2,413","5,191","6,747","11,040",9.5,20.4,26.6,43.5
28107,"4,870","8,511","5,791","3,346",21.6,37.8,25.7,14.9
28109,"6,010","11,239","14,138","6,153",16,29.9,37.7,16.4
28111,"1,536","3,290","2,474",898,18.7,40.1,30.2,11
28113,"4,670","9,095","7,795","3,960",18.3,35.6,30.5,15.5
28115,"4,730","6,133","6,135","3,211",23.4,30.3,30.4,15.9
28117,"3,614","5,721","5,565","2,080",21.3,33.7,32.8,12.2
28119,"1,447","1,489","1,433",561,29.4,30.2,29.1,11.4
28121,"10,913","27,165","35,159","30,215",10.5,26.3,34,29.2
28123,"4,743","6,557","4,817","2,337",25.7,35.5,26.1,12.7
28125,791,729,930,563,26.3,24.2,30.9,18.7
28127,"4,002","6,051","5,871","2,288",22,33.2,32.2,12.6
28129,"2,013","4,582","2,957","1,364",18.4,42,27.1,12.5
28131,"2,351","4,056","3,780","1,724",19.7,34.1,31.7,14.5
28133,"4,773","5,191","4,942","2,714",27.1,29.5,28,15.4
28135,"3,094","3,148","2,581","1,133",31.1,31.6,25.9,11.4
28137,"3,417","6,043","5,857","3,226",18.4,32.6,31.6,17.4
28139,"3,212","5,155","3,760","2,225",22.4,35.9,26.2,15.5
28141,"2,852","5,596","3,839","1,361",20.9,41,28.1,10
28143,"1,243","2,088","2,261","1,132",18.5,31.1,33.6,16.8
28145,"4,216","5,995","5,972","2,805",22.2,31.6,31.5,14.8
28147,"1,903","4,464","2,073","1,310",19.5,45.8,21.3,13.4
28149,"4,044","9,855","10,316","7,353",12.8,31.2,32.7,23.3
28151,"6,523","9,254","8,835","5,696",21.5,30.5,29.2,18.8
28153,"2,884","5,097","3,370","2,170",21.3,37.7,24.9,16
28155,"1,025","2,453","2,031","1,154",15.4,36.8,30.5,17.3
28157,"1,760","2,533","1,127",865,28,40.3,17.9,13.8
28159,"2,561","4,120","3,883","2,096",20.2,32.5,30.7,16.6
28161,"1,447","3,303","2,618","1,218",16.9,38.5,30.5,14.2
28163,"4,271","7,000","4,791","2,754",22.7,37.2,25.5,14.6
29000,"430,529","1,266,430","1,246,796","1,181,083",10.4,30.7,30.2,28.6
29001,"1,263","4,831","3,354","4,058",9.4,35.8,24.8,30
29003,972,"4,609","3,632","2,877",8,38.1,30,23.8
29005,369,"1,553","1,119",885,9.4,39.6,28.5,22.5
29007,"2,555","8,177","4,340","2,557",14.5,46.4,24.6,14.5
29009,"4,378","10,064","6,632","3,562",17.8,40.9,26.9,14.5
29011,"1,030","3,454","2,130","1,460",12.8,42.8,26.4,18.1
29013,"1,503","5,206","2,881","1,679",13.3,46.2,25.6,14.9
29015,"2,068","5,974","4,632","1,965",14.1,40.8,31.6,13.4
29017,"1,792","4,050","2,044",820,20.6,46.5,23.5,9.4
29019,"6,161","22,382","28,440","48,512",5.8,21.2,27,46
29021,"7,106","22,369","18,450","12,510",11.8,37,30.5,20.7
29023,"5,072","10,505","9,589","4,040",17.4,36,32.8,13.8
29025,604,"2,675","1,779","1,131",9.8,43.2,28.7,18.3
29027,"4,303","11,392","8,090","6,803",14.1,37.2,26.4,22.2
29029,"3,688","12,800","10,098","7,392",10.9,37.7,29.7,21.8
29031,"4,667","16,126","14,123","15,353",9.3,32.1,28.1,30.5
29033,835,"2,796","1,501","1,054",13.5,45.2,24.3,17
29035,708,"1,568","1,231",694,16.9,37.3,29.3,16.5
29037,"5,293","22,934","22,980","18,128",7.6,33.1,33.1,26.1
29039,"1,505","3,880","2,791","1,482",15.6,40.2,28.9,15.3
29041,528,"2,594","1,201",977,10,48.9,22.7,18.4
29043,"4,552","17,114","18,778","15,877",8.1,30.4,33.3,28.2
29045,714,"2,101","1,320",644,14.9,44,27.6,13.5
29047,"11,012","46,437","50,816","52,696",6.8,28.8,31.6,32.7
29049,"1,191","5,572","4,638","2,744",8.4,39.4,32.8,19.4
29051,"4,246","16,159","14,918","17,308",8.1,30.7,28.3,32.9
29053,"1,349","4,751","3,507","2,623",11,38.8,28.7,21.4
29055,"3,868","6,631","4,464","1,893",22.9,39.3,26.5,11.2
29057,755,"2,405","1,553",744,13.8,44.1,28.5,13.6
29059,"2,046","4,785","3,122","1,406",18,42.1,27.5,12.4
29061,844,"2,245","1,421",999,15.3,40.8,25.8,18.1
29063,"1,212","4,279","2,492","1,442",12.9,45.4,26.4,15.3
29065,"2,097","4,431","2,850","1,599",19.1,40.4,26,14.6
29067,"1,796","4,289","2,544","1,008",18.6,44.5,26.4,10.5
29069,"4,919","7,497","5,022","2,631",24.5,37.4,25,13.1
29071,"8,476","23,225","24,949","14,241",12,32.8,35.2,20.1
29073,"1,340","4,155","3,073","2,003",12.7,39.3,29.1,18.9
29075,488,"1,942","1,270",813,10.8,43,28.1,18
29077,"15,773","52,936","62,556","56,756",8.4,28.2,33.3,30.2
29079,819,"2,704","1,969","1,272",12.1,40,29.1,18.8
29081,753,"2,693","1,485",953,12.8,45.8,25.2,16.2
29083,"1,876","6,578","4,646","2,395",12.1,42.5,30,15.5
29085,"1,105","3,175","2,299",732,15.1,43.4,31.4,10
29087,301,"1,449",895,653,9.1,43.9,27.1,19.8
29089,761,"2,530","1,674","1,606",11.6,38.5,25.5,24.4
29091,"3,473","10,783","8,506","4,499",12.7,39.6,31.2,16.5
29093,"1,411","3,104","2,032",803,19.2,42.2,27.6,10.9
29095,"45,492","133,015","145,567","144,748",9.7,28.4,31,30.9
29097,"10,108","26,762","23,227","17,854",13,34.3,29.8,22.9
29099,"17,126","48,743","56,558","30,916",11.2,31.8,36.9,20.2
29101,"2,478","9,392","10,336","8,808",8,30.3,33.3,28.4
29103,320,"1,233",701,422,12,46.1,26.2,15.8
29105,"3,964","9,453","7,182","3,546",16.4,39.2,29.7,14.7
29107,"2,125","9,738","6,175","4,527",9.4,43.2,27.4,20.1
29109,"4,277","9,441","7,879","3,902",16.8,37,30.9,15.3
29111,850,"2,995","1,771",912,13,45.9,27.1,14
29113,"4,273","15,381","11,028","5,802",11.7,42.2,30.2,15.9
29115,922,"3,845","2,302","1,287",11,46,27.5,15.4
29117,"1,501","4,140","2,989","2,067",14,38.7,27.9,19.3
29119,"3,530","6,106","3,632","1,779",23.5,40.6,24.1,11.8
29121,"1,302","4,673","2,898","1,649",12.4,44.4,27.5,15.7
29123,"1,528","2,950","2,789","1,297",17.8,34.4,32.6,15.1
29125,862,"2,554","2,026",891,13.6,40.3,32,14.1
29127,"2,225","7,348","5,664","4,023",11.6,38.2,29.4,20.9
29129,251,"1,153",612,442,10.2,46.9,24.9,18
29131,"2,310","7,415","4,609","2,852",13.4,43.1,26.8,16.6
29133,"2,480","3,848","2,188","1,204",25.5,39.6,22.5,12.4
29135,"1,679","4,501","2,434","2,017",15.8,42.3,22.9,19
29137,644,"2,957","1,735",786,10.5,48.3,28.3,12.8
29139,"1,294","3,656","2,098","1,121",15.8,44.8,25.7,13.7
29141,"2,945","5,701","3,753","1,831",20.7,40.1,26.4,12.9
