FIPS,total_pop,60plus
56015,13479,3710
56017,4741,1646
56019,8562,2495
56021,97031,20072
56023,18791,4254
56025,81023,16036
56027,2479,625
56029,29276,8475
56031,8703,2755
56033,29964,8337
56035,10037,2292
56037,44527,7015
56039,22923,4298
56041,20758,3554
56043,8253,2206
56045,7117,2073
