FIPS,hospitals,icu_beds,total_pop,60plus,
36027,2,51,295685,66971,
36029,6,262,923995,216391,
36031,1,0,38233,11100,
36033,2,13,51054,11559,
36035,1,8,53955,13782,
36037,1,10,58537,13935,
36039,0,0,47791,13422,
36041,0,0,4646,1721,
36043,1,0,62943,16310,
36045,3,10,116567,19760,
36047,12,318,2635121,476741,
36049,1,6,26845,6305,
36051,1,0,64373,14878,
36053,2,6,71760,16941,
36055,5,191,748680,166403,
36057,1,8,49500,11948,
36059,10,461,1363069,318040,
36061,12,761,1653877,344283,
36063,3,32,212675,52917,
36065,3,51,232324,56184,
36067,3,152,467669,103054,
36069,3,27,109491,27978,
36071,4,76,378174,70347,
36073,1,0,41584,9631,
36075,1,8,119833,25826,
36077,2,14,60750,16165,
36079,1,10,99464,22683,
36081,6,129,2339280,470619,
36083,3,12,159800,35905,
36085,2,114,475948,101941,
36087,3,39,325027,66379,
36089,5,20,110817,24432,
36091,1,19,226632,52232,
36093,2,36,155239,34957,
36095,1,0,31611,8559,
36097,1,0,18112,4831,
36099,0,0,34843,8362,
36101,3,8,97539,24270,
36103,10,281,1497595,326104,
36105,2,10,75783,18426,
36107,0,0,49322,12444,
36109,1,16,104415,18998,
36111,3,25,180129,45203,
36113,1,24,64701,17940,
36115,0,0,62183,15438,
36117,1,8,91442,22194,
36119,9,179,975321,214443,
36121,1,5,40886,9523,
36123,1,0,25083,6750,
37001,1,20,157844,35388,
37003,0,0,37159,9162,
37005,1,0,10935,3618,
37007,1,0,25531,5848,
37009,1,0,26833,8552,
37011,1,0,17535,4821,
37013,1,8,47316,14046,
37015,1,0,19913,5537,
37017,1,4,34130,9534,
37019,2,19,122586,46285,
37021,1,166,252268,64710,
37023,1,16,88898,23258,
37025,1,25,196716,35521,
37027,1,12,81805,20816,
37029,0,0,10336,2164,
37031,1,8,68699,21116,
37033,0,0,22833,6116,
37035,2,52,156182,35455,
37037,1,4,68364,20511,
37039,1,0,27463,9952,
37041,1,4,14370,4452,
37043,0,0,10753,4115,
37045,2,57,97038,23687,
37047,1,10,56589,14110,
37049,1,72,103374,24450,
37051,1,48,332766,52166,
37053,0,0,25247,5686,
37055,1,0,35412,9885,
37057,2,29,164118,37797,
37059,1,0,41766,11078,
37061,1,9,59350,13785,
37063,3,148,300865,51648,
37065,1,15,54032,13212,
37067,3,259,368362,76042,
37069,0,0,63866,14275,
37071,1,74,214049,46215,
37073,0,0,11601,2897,
37075,0,0,8607,2550,
37077,1,6,58503,13167,
37079,0,0,21059,4490,
37081,2,142,517197,102558,
37083,2,16,52300,13866,
37085,1,14,128753,21027,
37087,1,12,59854,18819,
37089,2,27,112156,35451,
37091,1,10,24262,6311,
37093,1,0,52571,7093,
37095,0,0,5507,1276,
37097,3,36,169798,34692,
37099,1,9,41725,10654,
37101,1,24,186308,33619,
37103,0,0,9776,2653,
37105,1,8,59805,12481,
37107,1,14,57934,14708,
37109,1,10,80504,18644,
37111,1,9,45069,11491,
37113,2,5,34160,12106,
37115,0,0,21347,6084,
37117,1,6,23227,6835,
37119,7,173,1034290,156489,
37121,1,0,15155,4846,
37123,1,0,27445,7131,
37125,1,68,94191,28522,
37127,1,21,94125,22363,
37129,2,57,219866,48907,
37131,0,0,20426,6480,
37133,1,14,192685,22983,
37135,1,13,141812,25896,
37137,0,0,12803,4684,
37139,1,10,39546,8584,
37141,1,0,57630,13694,
37143,0,0,13506,4652,
37145,1,6,39240,9982,
37147,1,71,176484,30269,
37149,1,6,20434,7657,
37151,1,12,142827,32782,
37153,0,0,45447,10922,
37155,1,25,134187,26448,
37157,1,9,91566,24175,
37159,1,20,138940,31195,
37161,1,18,66523,18012,
37163,1,8,63664,14291,
37165,1,8,35445,8246,
37167,1,10,60875,14861,
37169,1,0,46124,12165,
37171,2,10,72315,18749,
37173,2,0,14208,3584,
37175,1,4,33291,12332,
37177,0,0,4090,1372,
37179,1,14,222095,36152,
37181,1,20,44420,10563,
37183,4,175,1023811,157546,
37185,0,0,20190,6367,
37187,1,0,12331,3689,
37189,1,10,53421,11059,
37191,1,16,124496,26321,
37193,1,8,68525,18236,
37195,1,14,81379,19331,
37197,0,0,37825,9707,
37199,0,0,17605,5605,
38001,1,0,2368,743,
38003,1,0,10971,3118,
38005,0,0,6875,1327,
38007,0,0,983,250,
38009,1,0,6651,2058,
38011,1,0,3226,933,
38013,0,0,2253,513,
38015,2,72,92372,18957,
38017,2,111,170620,27710,
38019,1,0,3817,1265,
38021,1,0,5041,1425,
38023,1,0,2378,830,
38025,0,0,4349,1079,
38027,0,0,2321,667,
38029,1,0,3389,1194,
38031,1,0,3318,956,
38033,0,0,1892,514,
38035,2,26,70130,11680,
38037,1,0,2387,877,
38039,1,0,2276,851,
38041,0,0,2601,875,
38043,0,0,2457,675,
38045,0,0,4106,1302,
38047,0,0,1932,723,
38049,0,0,5951,1606,
38051,2,0,2680,1056,
38053,1,0,11679,1663,
38055,2,0,9607,2983,
38057,1,0,8637,2209,
38059,0,0,30059,6275,
38061,1,0,9986,1616,
38063,1,0,2971,1067,
38065,0,0,1822,608,
38067,1,0,7050,2133,
38069,1,0,4272,1309,
38071,1,0,11574,2909,
38073,1,0,5411,1514,
38075,0,0,2543,613,
38077,0,0,16333,3866,
38079,2,0,14657,2206,
38081,0,0,3883,1148,
38083,0,0,1403,498,
38085,1,0,4420,542,
38087,0,0,674,232,
38089,1,4,30316,5319,
38091,0,0,1915,604,
38093,1,6,21058,5310,
38095,1,0,2258,735,
38097,2,0,8050,2056,
38099,2,0,10920,2923,
38101,2,19,69628,11458,
38103,1,0,4089,1423,
38105,2,0,32916,4852,
39001,1,0,27926,6379,
39003,4,62,104157,24080,
39005,1,6,53299,12790,
39007,4,19,98622,25127,
39009,1,0,65563,11147,
39011,1,6,45778,10738,
39013,2,15,68889,18587,
39015,0,0,43799,10056,
39017,4,74,375702,73222,
39019,0,0,27825,7474,
39021,1,0,39005,9346,
39023,2,38,135520,33970,
39025,1,16,202166,43133,
39027,1,6,41869,9347,
39029,2,20,104584,27542,
39031,1,7,36602,9240,
39033,2,9,42231,11322,
39035,15,680,1257401,297844,
39037,1,6,51919,13217,
39039,3,8,38311,9084,
39041,1,6,193024,34052,
39043,1,18,75369,20550,
39045,1,20,151526,31843,
39047,1,6,28659,6536,
39049,10,449,1253507,205767,
39051,1,7,42296,9768,
39053,1,14,30203,7248,
39055,1,12,93895,23672,
39057,2,20,164825,36821,
39059,1,11,39414,10004,
39061,8,297,808703,169087,
39063,1,34,75508,16816,
39065,1,0,31576,6608,
39067,1,0,15397,4297,
39069,1,5,27463,6575,
39071,2,0,43031,10469,
39073,1,4,28547,7036,
39075,1,4,43808,7689,
39077,2,12,58497,13292,
39079,1,4,32624,7195,
39081,1,20,67349,18775,
39083,1,12,60945,14197,
39085,1,27,229701,58488,
39087,1,0,61057,14970,
39089,1,38,170678,36737,
39091,1,6,45323,11070,
39093,4,75,305405,71677,
39095,7,251,433404,92861,
39097,1,13,43732,8744,
39099,3,67,231857,62316,
39101,1,15,65483,15039,
39103,2,12,176362,40244,
39105,0,0,23234,5978,
39107,1,5,40723,9546,
39109,1,10,104081,25472,
39111,0,0,14239,4128,
39113,4,196,531987,124285,
39115,0,0,14773,4162,
39117,1,3,34935,8133,
39119,1,48,85933,20112,
39121,0,0,14498,4882,
39123,1,4,40769,12744,
39125,1,0,18951,4622,
39127,0,0,35983,8197,
39129,1,8,57075,11657,
39131,1,0,28291,6786,
39133,1,16,162080,34412,
39135,0,0,41328,9917,
39137,0,0,34037,7762,
39139,3,37,121533,30674,
39141,1,12,77125,16764,
39143,2,18,59559,14131,
39145,2,16,76871,17977,
39147,2,9,55549,13111,
39149,1,7,48902,10525,
39151,3,128,374273,94437,
39153,4,170,541318,126698,
39155,2,42,203341,55450,
39157,2,38,92531,23202,
39159,1,7,54688,8714,
39161,1,5,28262,6946,
39163,0,0,13142,2934,
39165,1,57,223868,42520,
39167,2,11,60871,16090,
39169,2,14,115915,26488,
39171,2,7,37061,9106,
39173,1,10,129504,25640,
39175,1,5,22190,5467,
40001,1,0,22136,4650,
40003,0,0,5877,1503,
40005,1,0,13899,3468,
40007,1,0,5445,1333,
40009,1,6,22971,4406,
40011,2,0,9680,2357,
40013,1,8,45068,10589,
40015,2,0,29437,6475,
40017,1,8,132922,23558,
40019,2,13,48407,10584,
40021,2,30,48404,10095,
40023,1,0,14979,3990,
40025,1,0,2221,693,
40027,1,77,274024,47856,
40029,1,0,5666,1536,
40031,3,58,123066,20343,
40033,0,0,6000,1584,
40035,1,0,14563,3706,
40037,3,0,70899,16589,
40039,2,4,29169,5338,
40041,1,6,41878,13064,
40043,1,0,4904,1226,
40045,1,0,4102,1162,
40047,2,30,62421,13092,
40049,1,0,27751,6609,
40051,1,9,54351,11298,
40053,0,0,4458,1263,
40055,1,0,6018,1349,
40057,1,0,2758,720,
40059,1,0,3843,963,
40061,1,0,12746,3332,
40063,1,0,13519,3354,
40065,1,6,25574,4799,
40067,1,0,6270,1681,
40069,1,0,11039,2703,
40071,2,6,45173,11238,
40073,1,0,15510,3176,
40075,1,0,9127,2493,
40077,1,0,10621,2798,
40079,1,4,49860,11673,
40081,2,0,34759,8429,
40083,1,0,45326,9257,
40085,1,0,9843,2454,
40087,1,0,37919,7891,
40089,1,0,33026,7755,
40091,0,0,19874,6489,
40093,1,0,7730,2064,
40095,1,0,16226,4545,
40097,1,0,40929,10002,
40099,1,0,13797,3407,
40101,1,24,69471,15273,
40103,1,0,11421,2862,
40105,1,0,10448,2710,
40107,1,0,12160,2764,
40109,19,300,774203,140665,
40111,2,0,39121,9272,
40113,2,0,47350,11772,
40115,1,9,31725,7607,
40117,1,0,16448,4188,
40119,2,11,80634,13033,
40121,1,15,44673,11478,
40123,2,12,38289,8264,
40125,1,14,71614,15322,
40127,1,0,11132,3171,
40129,1,0,3734,894,
40131,2,6,90098,19479,
40133,1,0,25246,5943,
40135,1,0,41364,9667,
40137,1,9,44293,10951,
40139,1,0,21409,3404,
40141,0,0,7591,1985,
40143,12,379,637123,120771,
40145,1,6,76830,16229,
40147,1,8,51867,12914,
40149,1,0,11550,2659,
40151,1,0,9132,2000,
40153,1,6,21140,4043,
41001,1,2,15980,5273,
41003,1,12,88249,18413,
41005,3,54,399962,94656,
41007,2,4,38021,10800,
41009,0,0,50207,13196,
41011,3,12,62921,21217,
41013,1,0,21717,7028,
41015,1,0,22377,9463,
41017,2,36,175321,45371,
41019,2,32,107576,35360,
41021,0,0,1910,674,
41023,1,0,7209,2694,
41025,1,2,7195,2275,
41027,1,0,22938,4867,
41029,3,50,212070,60113,
41031,1,0,22707,5825,
41033,1,12,84514,28339,
41035,1,0,66018,18095,
41037,1,0,7807,2505,
41039,5,67,363471,90330,
41041,2,0,47307,17261,
41043,2,11,121074,29548,
41045,1,8,30421,6727,
41047,3,68,330453,68700,
41049,1,0,11153,2515,
41051,6,165,788459,143926,
41053,1,0,79666,18539,
41055,0,0,1635,536,
41057,1,4,25840,8856,
41059,2,3,76736,15752,
41061,1,4,25810,6683,
41063,1,0,6864,2625,
41065,1,17,25687,6940,
41067,4,85,572071,100693,
41069,0,0,1415,629,
41071,2,11,102366,22508,
42001,1,8,101589,26312,
42003,15,580,1229605,303430,
42005,1,12,66737,18721,
42007,1,20,168161,45796,
42009,1,4,48891,14259,
42011,3,71,415500,93051,
42013,3,50,124736,33231,
42015,3,42,61546,16679,
42017,7,90,626486,151809,
42019,1,35,185984,44846,
42021,2,30,135871,39200,
42023,0,0,4754,1626,
42025,2,13,63987,17239,
42027,1,0,160646,29386,
42029,5,93,514652,109411,
42031,1,7,38747,9831,
42033,2,27,80539,21111,
42035,2,10,39321,9199,
42037,2,22,66615,16359,
42039,2,16,86847,22995,
42041,2,45,245801,58099,
42043,2,142,273329,61034,
42045,4,100,563384,123831,
42047,1,0,30781,8608,
42049,4,88,277794,63334,
42051,2,15,133160,36302,
42053,0,0,7388,1971,
42055,2,24,153003,38030,
42057,1,0,14631,3928,
42059,1,0,37338,9105,
42061,1,7,45686,11826,
42063,1,12,86551,21114,
42065,2,5,44258,11961,
42067,0,0,24448,6272,
42069,3,51,211960,54892,
42071,3,64,536494,122633,
42073,2,18,88231,25000,
42075,1,18,137616,34280,
42077,3,143,360774,80015,
42079,3,71,318222,82489,
42081,3,32,115398,28691,
42083,1,5,42070,10418,
42085,4,45,113623,31083,
42087,1,10,46452,12596,
42089,2,44,167306,37614,
42091,11,215,818677,190034,
42093,1,42,18302,5047,
42095,4,64,300941,74273,
42097,1,6,93038,24903,
42099,0,0,45878,11279,
42101,15,528,1569657,287348,
42103,0,0,55687,15643,
42105,1,4,17070,5099,
42107,2,16,144287,38502,
42109,0,0,40570,9628,
42111,3,14,75619,21498,
42113,0,0,6192,2237,
42115,2,4,41716,11975,
42117,1,6,41550,11363,
42119,1,12,45056,10058,
42121,1,8,52880,15253,
42123,1,6,40345,11948,
42125,4,50,207661,55472,
42127,1,8,51656,15447,
42129,3,51,356835,103773,
42131,1,6,27760,7271,
42133,5,60,442216,99386,
44001,0,0,49028,12397,
44003,1,15,164012,40477,
44005,1,10,83204,22925,
44007,6,237,633704,128527,
44009,2,17,126190,33367,
45001,1,6,24788,7042,
45003,1,35,165707,41209,
45005,1,0,9402,2374,
45007,1,40,194174,45832,
45009,0,0,14842,3897,
45011,0,0,21788,4999,
45013,2,24,179316,56939,
45015,0,0,204632,37127,
45017,0,0,14808,4258,
45019,6,221,387847,82073,
45021,1,12,56549,12263,
45023,1,6,32424,7881,
45025,1,6,46127,10606,
45027,1,6,34156,10223,
45029,1,8,37581,9996,
45031,2,12,67572,16204,
45033,1,6,31073,6605,
45035,0,0,151716,28002,
45037,1,0,26620,6610,
45039,0,0,22868,6384,
45041,3,98,138537,30487,
45043,1,10,61065,20484,
45045,6,137,490332,100264,
45047,1,30,69981,16269,
45049,1,6,20066,4776,
45051,4,100,310186,90290,
45053,1,4,27465,6289,
45055,1,10,63734,15574,
45057,1,20,86544,22468,
45059,1,8,66508,16065,
45061,0,0,17897,4150,
45063,2,55,281870,59280,
45065,0,0,9694,3905,
45067,1,10,31765,8483,
45069,0,0,27505,6373,
45071,1,7,37914,9371,
45073,1,12,75926,22702,
45075,1,20,89116,22393,
45077,2,15,121449,25531,
45079,3,211,404869,68651,
45081,0,0,20228,4901,
45083,1,39,297732,63159,
45085,1,17,107379,22798,
45087,1,6,27772,7465,
45089,1,4,32256,8243,
45091,1,24,251664,48997,
46003,0,0,2739,732,
46005,1,6,18163,4501,
46007,1,0,3440,601,
46009,2,0,6972,1925,
46011,1,0,33697,5479,
46013,2,10,38637,8651,
46015,1,0,5280,1351,
46017,0,0,2048,240,
46019,0,0,10194,2751,
46021,0,0,1443,487,
46023,2,0,9319,2183,
46025,0,0,3642,1071,
46027,1,0,13907,2187,
46029,1,8,27963,6325,
46031,0,0,4177,665,
46033,1,0,8519,3144,
46035,1,8,19753,4889,
46037,1,0,5524,1761,
46039,1,0,4282,1232,
46041,1,0,5709,776,
46043,1,0,2940,884,
46045,1,0,3971,1113,
46047,1,0,6783,2370,
46049,1,0,2327,716,
46051,1,0,7133,2044,
46053,2,0,4209,1353,
46055,1,0,2084,605,
46057,0,0,5911,1301,
46059,1,0,3303,1048,
46061,0,0,3404,758,
46063,0,0,1281,338,
46065,1,6,17572,4017,
46067,2,0,7277,2187,
46069,0,0,1373,424,
46071,0,0,3275,660,
46073,1,0,2034,670,
46075,0,0,740,252,
46077,1,0,5000,1532,
46079,1,0,12350,3478,
46081,2,5,25018,6595,
46083,2,0,53147,8390,
46085,0,0,3882,850,
46087,0,0,5515,1423,
46089,1,0,2366,820,
46091,1,0,4759,1287,
46093,1,3,27066,5515,
46095,0,0,2062,457,
46097,0,0,2255,606,
46099,4,54,183660,32585,
46101,1,0,6496,1527,
46102,0,0,14291,1355,
46103,3,38,108126,24271,
46105,0,0,2964,874,
46107,1,0,2318,860,
46109,1,0,10250,2568,
46111,0,0,2366,686,
46115,1,0,6478,1753,
46117,0,0,2994,852,
46119,0,0,1390,375,
46121,1,0,10016,1102,
46123,1,0,5480,1628,
46125,1,0,8242,2273,
46127,1,0,14929,3448,
46129,1,4,5502,1683,
46135,1,10,22660,5565,
46137,0,0,2837,347,
47001,1,25,75538,19563,
47003,1,8,46854,9596,
47005,1,0,16154,4936,
47007,1,0,14413,3372,
47009,1,16,127135,32770,
47011,1,27,103666,22968,
47013,2,10,39824,10474,
47015,1,0,13839,3426,
47017,1,6,28137,7284,
47019,1,8,56500,15434,
47021,1,0,39713,7818,
47023,0,0,17097,3805,
47025,1,5,31566,8189,
47027,1,0,7684,2417,
47029,1,5,35262,9766,
47031,2,14,54074,12449,
47033,0,0,14554,3458,
47035,1,12,58178,21229,
47037,9,614,678322,113356,
47039,1,0,11681,3532,
47041,1,4,19380,4748,
47043,1,6,51341,10824,
47045,1,10,37751,8344,
47047,0,0,39336,10782,
47049,0,0,17940,5028,
47051,1,10,41397,10550,
47053,1,3,49222,11692,
47055,1,6,29024,7499,
47057,0,0,22942,6025,
47059,1,6,68520,18918,
47061,0,0,13359,3484,
47063,1,20,63465,14917,
47065,3,215,354589,81748,
47067,1,0,6605,1714,
47069,1,0,25784,6150,
47071,1,0,25813,7483,
47073,1,6,56402,14964,
47075,0,0,17944,4298,
47077,1,0,27889,6460,
47079,1,6,32263,9544,
47081,1,0,24502,5677,
47083,1,0,8188,2113,
47085,1,0,18281,4794,
47087,0,0,11573,3398,
47089,1,6,52887,13602,
47091,1,0,17846,5169,
47093,4,254,452286,93686,
47095,0,0,7588,1586,
47097,1,0,26497,5499,
47099,1,6,42591,9973,
47101,0,0,11944,3517,
47103,1,7,33543,8761,
47105,1,5,51024,16724,
47107,1,4,52569,13164,
47109,0,0,25945,6985,
47111,1,0,23239,5106,
47113,1,76,97887,21289,
47115,0,0,28355,7204,
47117,1,0,31753,7297,
47119,1,65,87606,18777,
47121,0,0,11830,3343,
47123,1,0,45698,12263,
47125,1,21,192120,25156,
47127,0,0,6302,1856,
47129,0,0,21639,5004,
47131,1,7,30659,7883,
47133,1,6,21995,5857,
47135,1,0,7882,2130,
47137,0,0,5071,1699,
47139,0,0,16722,4308,
47141,1,38,75565,16721,
47143,1,3,32478,7787,
47145,1,6,52926,15778,
47147,1,8,68575,13369,
47149,3,78,298456,42641,
47151,1,0,21949,4657,
47153,0,0,14654,3703,
47155,1,16,95523,23741,
47157,6,277,937847,169553,
47159,1,2,19279,4324,
47161,0,0,13248,3586,
47163,3,103,156519,44012,
47165,2,38,175730,36997,
47167,1,7,61434,11660,
47169,1,0,8773,1811,
47171,1,0,17830,5164,
47173,0,0,19176,4587,
47175,0,0,5675,1717,
47177,1,8,40210,9356,
47179,2,76,126437,29936,
47181,1,0,16713,4139,
47183,1,6,33776,8009,
47185,1,4,26394,7108,
47187,1,28,212161,37356,
47189,1,12,128874,27113,
48001,1,10,57747,11434,
48003,1,0,17577,2585,
48005,2,29,87700,18271,
48007,0,0,24832,8314,
48009,0,0,8793,2350,
48011,0,0,1929,516,
48013,1,6,48139,9558,
48015,1,0,29292,7305,
48017,1,0,7098,1519,
48019,0,0,21316,7519,
48021,1,0,80306,16787,
48023,1,27,3602,1088,
48025,1,8,32729,5168,
48027,3,90,336506,47766,
48029,13,648,1892004,307269,
48031,0,0,11089,3806,
48033,0,0,602,171,
48035,1,0,17955,5546,
48037,2,82,93635,20099,
48039,3,16,345995,57101,
48041,4,48,214231,26525,
48043,1,3,9220,2537,
48045,0,0,1591,477,
48047,0,0,7251,1388,
48049,1,12,37787,9428,
48051,1,0,17596,4934,
48053,2,12,45017,12977,
48055,1,0,40544,7589,
48057,1,6,21821,4869,
48059,0,0,13660,3649,
48061,4,104,420201,71392,
48063,1,0,12670,3038,
48065,0,0,6033,1413,
48067,0,0,30118,8380,
48069,1,0,7891,1688,
48071,2,0,39283,6340,
48073,2,0,51594,11992,
48075,1,0,7064,1464,
48077,1,0,10369,3112,
48079,1,0,2932,583,
48081,0,0,3238,1085,
48083,1,0,8422,2576,
48085,11,195,914075,135322,
48087,1,0,3026,771,
48089,2,4,20913,6209,
48091,1,12,129100,32206,
48093,1,0,13492,4297,
48095,1,0,3858,883,
48097,2,5,39064,9693,
48099,1,4,75818,9667,
48101,0,0,1498,465,
48103,1,0,4836,798,
48105,0,0,3836,907,
48107,1,0,5895,1379,
48109,1,0,2257,586,
48111,1,0,7207,1139,
48113,24,614,2552213,377154,
48115,1,0,13095,2510,
48117,1,0,18947,3234,
48119,0,0,5172,1497,
48121,10,81,781321,106598,
48123,1,0,20474,5292,
48125,0,0,2224,661,
48127,1,0,10822,2302,
48129,0,0,3433,1073,
48131,0,0,11434,2513,
48133,1,0,18278,5417,
48135,2,50,155744,21622,
48137,0,0,2111,758,
48139,2,18,164092,29137,
48141,9,203,834825,133011,
48143,1,5,41016,7785,
48145,1,0,17289,4004,
48147,1,2,33787,8521,
48149,1,0,24963,7816,
48151,1,0,3875,1176,
48153,1,0,5953,1439,
48155,0,0,1414,454,
48157,6,128,711421,107897,
48159,0,0,10639,2950,
48161,1,0,19646,5012,
48163,1,0,19110,3334,
48165,1,0,19889,2513,
48167,1,26,321184,62311,
48169,0,0,6739,1035,
48171,1,10,25939,9675,
48173,0,0,1420,324,
48175,0,0,7510,2153,
48177,1,0,20558,4490,
48179,1,8,22962,4745,
48181,3,62,126146,29807,
48183,2,66,123402,24309,
48185,1,0,27358,6472,
48187,1,9,150889,27355,
48189,1,5,34527,6124,
48191,0,0,3102,955,
48193,1,0,8220,2691,
48195,1,0,5532,1099,
48197,2,0,3990,1077,
48199,0,0,55993,12351,
48201,34,918,4525519,651673,
48203,0,0,66606,14535,
48205,0,0,5821,1074,
48207,1,0,5806,1740,
48209,3,42,194843,29297,
48211,1,0,4152,734,
48213,1,10,79687,22345,
48215,6,271,839539,119536,
48217,1,5,35098,9352,
48219,1,0,23273,4565,
48221,1,12,55418,17518,
48223,1,10,35929,8258,
48225,1,0,22849,6319,
48227,1,8,36491,6475,
48229,0,0,3702,822,
48231,1,23,90322,19359,
48233,1,4,21704,4709,
48235,0,0,1592,422,
48237,1,0,8839,1896,
48239,1,0,14756,3317,
48241,1,6,35444,8797,
48243,0,0,2236,965,
48245,3,88,254574,49559,
48247,0,0,5262,1372,
48249,1,8,41318,8333,
48251,3,35,160173,30241,
48253,2,0,19969,3893,
48255,1,0,15051,2900,
48257,1,8,114852,19451,
48259,0,0,40306,10163,
48261,0,0,564,89,
48263,0,0,680,229,
48265,1,12,50761,17362,
48267,1,0,4432,1738,
48269,0,0,289,32,
48271,0,0,3631,854,
48273,1,10,31540,5398,
48275,1,0,3753,948,
48277,1,20,49401,12011,
48279,1,0,13368,2865,
48281,1,0,20473,5172,
48283,0,0,7418,1516,
48285,2,3,19859,6001,
48287,0,0,16850,4236,
48289,0,0,16966,5181,
48291,2,0,79884,14641,
48293,2,6,23480,5738,
48295,0,0,3495,732,
48297,0,0,12043,3164,
48299,1,0,20195,9184,
48301,0,0,74,29,
48303,4,267,298042,49312,
48305,1,0,5785,1293,
48307,1,0,8145,2448,
48309,2,54,245720,46694,
48311,0,0,600,185,
48313,1,0,13979,2846,
48315,0,0,10140,3384,
48317,1,0,5547,899,
48319,0,0,4122,1351,
48321,2,6,36744,8504,
48323,1,10,57471,8834,
48325,1,0,48548,10696,
48327,0,0,2123,708,
48329,1,48,159883,24676,
48331,1,0,24479,6636,
48333,0,0,4887,1716,
48335,1,0,8774,1647,
48337,1,0,19406,5647,
48339,6,97,535187,96577,
48341,1,3,22016,3264,
48343,0,0,12530,3505,
48345,0,0,1114,354,
48347,2,27,65411,11946,
48349,1,9,48239,10925,
48351,0,0,14187,3871,
48353,1,5,14990,3544,
48355,3,115,358484,68411,
48357,1,0,10484,1503,
48359,0,0,2083,388,
48361,0,0,83909,17601,
48363,1,8,28109,7221,
48365,1,0,23574,5727,
48367,1,20,125963,26729,
48369,1,0,9871,1826,
48371,2,0,15804,2754,
48373,1,8,46974,12746,
48375,3,99,121230,19850,
48377,0,0,7191,1986,
48379,0,0,11246,3375,
48381,0,0,130552,25788,
48383,1,0,3735,608,
48385,0,0,3358,1378,
48387,0,0,12353,3684,
48389,1,0,14791,2482,
48391,1,0,7293,1985,
48393,0,0,889,255,
48395,0,0,16727,4255,
48397,1,6,90414,14954,
48399,2,0,10266,2816,
48401,1,0,53026,11467,
48403,1,0,10429,3930,
48405,1,0,8403,2707,
48407,0,0,27436,7726,
48409,1,0,66867,12717,
48411,0,0,5851,1673,
48413,1,0,3122,711,
48415,1,0,17346,3440,
48417,0,0,3348,781,
48419,0,0,25689,5778,
48421,0,0,3067,630,
48423,4,194,222277,47438,
48425,1,0,8650,2134,
48427,1,0,63420,9636,
48429,1,0,9365,2425,
48431,0,0,1139,217,
48433,1,0,1084,369,
48435,1,0,3894,904,
48437,1,0,7541,1817,
48439,22,409,1983675,306980,
48441,2,110,135371,25874,
48443,0,0,721,282,
48445,1,0,12755,2635,
48447,1,0,1541,518,
48449,1,8,32664,6098,
48451,2,29,116906,23527,
48453,10,294,1176584,160972,
48455,0,0,14481,5058,
48457,1,0,21456,5960,
48459,0,0,40506,9637,
48461,2,0,3575,636,
48463,1,6,27015,6046,
48465,1,7,48976,9283,
48467,1,0,53607,14526,
48469,2,43,91518,19189,
48471,1,6,70818,11996,
48473,0,0,48443,7862,
48475,1,0,11498,2149,
48477,1,5,34667,9303,
48479,2,56,269624,34315,
48481,1,4,41430,9080,
48483,2,0,5599,1286,
48485,3,24,131778,25521,
48487,1,0,12972,2900,
48489,0,0,21839,3957,
48491,6,90,508313,81426,
48493,1,4,47205,10123,
48495,1,0,7777,1204,
48497,1,21,63247,13012,
48499,2,0,43315,14771,
48501,1,0,8481,1306,
48503,2,0,18166,4758,
48505,0,0,14415,2414,
48507,0,0,12152,2252,
49001,2,0,6414,1215,
49003,2,0,52182,9213,
49005,2,14,120288,15104,
49007,1,6,20512,4558,
49009,0,0,702,156,
49011,3,22,334977,45623,
49013,1,4,20259,3119,
49015,0,0,10410,2278,
49017,1,0,5020,1314,
49019,1,0,9544,2258,
49021,1,6,48504,7853,
49023,1,0,10694,1708,
49025,1,0,7246,2156,
49027,2,0,12651,2764,
49029,0,0,11014,1842,
49031,0,0,1860,657,
49033,0,0,2307,491,
49035,10,282,1106700,164497,
49037,2,1,15193,2833,
49039,2,0,28892,5043,
49041,1,0,20961,4522,
49043,1,4,39731,6731,
49045,1,4,63357,8290,
49047,1,4,36343,4899,
49049,5,122,576496,59457,
49051,1,0,29306,4220,
49053,1,32,155577,40002,
49055,0,0,2700,712,
49057,2,64,244101,38967,
50001,1,0,36825,9459,
50003,1,10,36054,10413,
50005,1,4,30576,8308,
50007,1,46,160985,31691,
50009,0,0,6203,2017,
50011,1,0,48816,10296,
50013,0,0,6950,1982,
50015,1,0,25191,5651,
50017,1,2,28901,7904,
50019,1,5,26951,7930,
50021,1,13,59676,16414,
50023,1,14,58691,15091,
50025,2,0,43332,12533,
50027,2,0,55485,16500,
51001,1,10,32840,9713,
51003,1,12,105105,24260,
51005,1,10,15489,4783,
51007,0,0,12802,3301,
51009,0,0,31819,8552,
51011,0,0,15462,4077,
51013,2,32,229534,32701,
51015,1,12,74390,19681,
51017,1,0,4458,1200,
51019,1,6,77319,21440,
51021,0,0,6524,1834,
51023,0,0,33149,9316,
51025,0,0,16435,4495,
51027,1,12,22611,6055,
51029,0,0,17048,4020,
51031,0,0,55158,13887,
51033,0,0,29889,6464,
51035,0,0,29767,8816,
51036,0,0,7022,2156,
51037,0,0,12176,3671,
51041,2,106,335594,65652,
51043,0,0,14331,3666,
51045,0,0,5131,1476,
51047,1,6,49795,10197,
51049,0,0,9797,2590,
